first equation passed
second equation passed
third equation passed
15 <http://ip/12685> <http://vector-a-score> "0.055401793554"
16 <http://ip/10581> <http://vector-a-score> "0.100415750817"
17 <http://ip/10857> <http://vector-a-score> "0.0242382846799"
18 <http://ip/10486> <http://vector-a-score> "0.00346261209712"
19 <http://ip/12329> <http://vector-a-score> "0.0103878362914"
20 <http://ip/10964> <http://vector-a-score> "0.00692522419425"
21 <http://ip/10298> <http://vector-a-score> "0.0728056173167"
22 <http://ip/10136> <http://vector-a-score> "0.0138504483885"
23 <http://ip/11017> <http://vector-a-score> "0.027700896777"
24 <http://ip/11093> <http://vector-a-score> "0.0138504483885"
25 <http://ip/10582> <http://vector-a-score> "0.0969531387195"
26 <http://ip/11043> <http://vector-a-score> "0.00692522419425"
27 <http://ip/10963> <http://vector-a-score> "0.0103878362914"
28 <http://ip/11061> <http://vector-a-score> "0.00346261209712"
29 <http://ip/11054> <http://vector-a-score> "0.00346261209712"
30 <http://ip/10801> <http://vector-a-score> "0.0103878362914"
31 <http://ip/1053> <http://vector-a-score> "0.0103878362914"
32 <http://ip/12672> <http://vector-a-score> "0.0346261209712"
33 <http://ip/12239> <http://vector-a-score> "0.00692522419425"
34 <http://ip/10204> <http://vector-a-score> "0.00346261209712"
35 <http://ip/10728> <http://vector-a-score> "0.00346261209712"
36 <http://ip/12327> <http://vector-a-score> "0.0138504483885"
37 <http://ip/12444> <http://vector-a-score> "0.00346261209712"
38 <http://ip/10621> <http://vector-a-score> "0.00346261209712"
39 <http://ip/10632> <http://vector-a-score> "0.00346261209712"
40 <http://ip/10205> <http://vector-a-score> "0.00346261209712"
41 <http://ip/10960> <http://vector-a-score> "0.00346261209712"
42 <http://ip/1253> <http://vector-a-score> "0.00346261209712"
43 <http://ip/12677> <http://vector-a-score> "0.00692522419425"
44 <http://ip/12328> <http://vector-a-score> "0.00346261209712"
45 <http://ip/11052> <http://vector-b-score> "8.83693689488e-05"
46 <http://ip/10915> <http://vector-b-score> "0.000662770267116"
47 <http://ip/10136> <http://vector-b-score> "8.83693689488e-05"
48 <http://ip/10298> <http://vector-b-score> "1.10461711186e-05"
49 <http://ip/10915> <http://vector-c-score> "2.41905828559e-05"
50 <http://ip/12538> <http://vector-c-score> "2.3209062427e-05"
51 <http://ip/10298> <http://vector-c-score> "2.11931805223e-05"
52 <http://ip/10136> <http://vector-c-score> "8.06352761865e-06"
done with iterNo 18
first equation passed
second equation passed
third equation passed
ins_array has size 53
final loop
0 <http://ip/11342> <http://vector-a-score> "2.4066608161e-05"
1 <http://ip/10580> <http://vector-a-score> "5.81609697225e-05"
2 <http://ip/11093> <http://vector-a-score> "8.02220272035e-06"
3 <http://ip/10284> <http://vector-a-score> "0.000200555068009"
4 <http://ip/10371> <http://vector-a-score> "5.21443176823e-05"
5 <http://ip/10582> <http://vector-a-score> "5.61554190424e-05"
6 <http://ip/10915> <http://vector-a-score> "0.000180499561208"
7 <http://ip/12418> <http://vector-a-score> "0.000144399648966"
8 <http://ip/12685> <http://vector-a-score> "3.20888108814e-05"
9 <http://ip/10581> <http://vector-a-score> "5.81609697225e-05"
10 <http://ip/12538> <http://vector-a-score> "3.49244788493e-05"
11 <http://ip/10857> <http://vector-a-score> "1.40388547606e-05"
12 <http://ip/29792> <http://vector-a-score> "3.20888108814e-05"
13 <http://ip/11052> <http://vector-a-score> "1.60444054407e-05"
14 <http://ip/12672> <http://vector-a-score> "2.00555068009e-05"
15 <http://ip/11542> <http://vector-a-score> "2.00555068009e-06"
16 <http://ip/10632> <http://vector-a-score> "2.00555068009e-06"
17 <http://ip/12322> <http://vector-a-score> "1.20333040805e-05"
18 <http://ip/10914> <http://vector-a-score> "5.01387670022e-05"
19 <http://ip/10801> <http://vector-a-score> "6.01665204026e-06"
20 <http://ip/12327> <http://vector-a-score> "8.02220272035e-06"
21 <http://ip/11017> <http://vector-a-score> "1.60444054407e-05"
22 <http://ip/1053> <http://vector-a-score> "6.01665204026e-06"
23 <http://ip/11061> <http://vector-a-score> "2.00555068009e-06"
24 <http://ip/12329> <http://vector-a-score> "6.01665204026e-06"
25 <http://ip/11016> <http://vector-a-score> "1.60444054407e-05"
26 <http://ip/1253> <http://vector-a-score> "2.00555068009e-06"
27 <http://ip/12239> <http://vector-a-score> "4.01110136017e-06"
28 <http://ip/10281> <http://vector-a-score> "6.01665204026e-06"
29 <http://ip/10298> <http://vector-a-score> "3.54458495988e-07"
30 <http://ip/12444> <http://vector-a-score> "2.00555068009e-06"
31 <http://ip/12328> <http://vector-a-score> "2.00555068009e-06"
32 <http://ip/11043> <http://vector-a-score> "4.01110136017e-06"
33 <http://ip/10960> <http://vector-a-score> "2.00555068009e-06"
34 <http://ip/10963> <http://vector-a-score> "6.01665204026e-06"
35 <http://ip/10136> <http://vector-a-score> "8.02220272035e-06"
36 <http://ip/12677> <http://vector-a-score> "4.01110136017e-06"
37 <http://ip/10728> <http://vector-a-score> "2.00555068009e-06"
38 <http://ip/10964> <http://vector-a-score> "4.01110136017e-06"
39 <http://ip/10486> <http://vector-a-score> "2.00555068009e-06"
40 <http://ip/10621> <http://vector-a-score> "2.00555068009e-06"
41 <http://ip/10205> <http://vector-a-score> "2.00555068009e-06"
42 <http://ip/11054> <http://vector-a-score> "2.00555068009e-06"
43 <http://ip/10204> <http://vector-a-score> "2.00555068009e-06"
44 <http://ip/10289> <http://vector-a-score> "2.00555068009e-06"
45 <http://ip/12538> <http://vector-b-score> "0.0343639544633"
46 <http://ip/11052> <http://vector-b-score> "0.0343639544633"
47 <http://ip/10136> <http://vector-b-score> "0.0343639544633"
48 <http://ip/10298> <http://vector-b-score> "0.00429549430792"
49 <http://ip/10915> <http://vector-c-score> "0.00898678602675"
50 <http://ip/11052> <http://vector-c-score> "0.0059911906845"
51 <http://ip/10136> <http://vector-c-score> "0.00299559534225"
52 <http://ip/10298> <http://vector-c-score> "6.61797175051e-05"
done with iterNo 19
first equation passed
second equation passed
third equation passed
ins_array has size 53
final loop
0 <http://ip/10580> <http://vector-a-score> "0.0473823197292"
1 <http://ip/10581> <http://vector-a-score> "0.0473823197292"
2 <http://ip/10284> <http://vector-a-score> "0.163387309411"
3 <http://ip/10960> <http://vector-a-score> "0.00163387309411"
4 <http://ip/10914> <http://vector-a-score> "0.0408468273528"
5 <http://ip/29792> <http://vector-a-score> "0.0261419695058"
6 <http://ip/11017> <http://vector-a-score> "0.0130709847529"
7 <http://ip/11339> <http://vector-a-score> "0.235277725552"
8 <http://ip/10371> <http://vector-a-score> "0.0424807004469"
9 <http://ip/10915> <http://vector-a-score> "0.14704857847"
10 <http://ip/10582> <http://vector-a-score> "0.0457484466351"
11 <http://ip/12677> <http://vector-a-score> "0.00326774618822"
12 <http://ip/12538> <http://vector-a-score> "0.924483419183"
13 <http://ip/12418> <http://vector-a-score> "0.117638862776"
14 <http://ip/11093> <http://vector-a-score> "0.00653549237644"
15 <http://ip/10486> <http://vector-a-score> "0.00163387309411"
16 <http://ip/12322> <http://vector-a-score> "0.00980323856466"
17 <http://ip/11342> <http://vector-a-score> "0.0196064771293"
18 <http://ip/10298> <http://vector-a-score> "0.11229268121"
19 <http://ip/10621> <http://vector-a-score> "0.00163387309411"
20 <http://ip/11052> <http://vector-a-score> "0.0130709847529"
21 <http://ip/12672> <http://vector-a-score> "0.0163387309411"
22 <http://ip/10281> <http://vector-a-score> "0.00490161928233"
23 <http://ip/11043> <http://vector-a-score> "0.00326774618822"
24 <http://ip/1053> <http://vector-a-score> "0.00490161928233"
25 <http://ip/10801> <http://vector-a-score> "0.00490161928233"
26 <http://ip/12327> <http://vector-a-score> "0.00653549237644"
27 <http://ip/11016> <http://vector-a-score> "0.0130709847529"
28 <http://ip/12329> <http://vector-a-score> "0.00490161928233"
29 <http://ip/10963> <http://vector-a-score> "0.00490161928233"
30 <http://ip/10205> <http://vector-a-score> "0.00163387309411"
31 <http://ip/12444> <http://vector-a-score> "0.00163387309411"
32 <http://ip/1253> <http://vector-a-score> "0.00163387309411"
33 <http://ip/10136> <http://vector-a-score> "0.00653549237644"
34 <http://ip/10857> <http://vector-a-score> "0.0114371116588"
35 <http://ip/11054> <http://vector-a-score> "0.00163387309411"
36 <http://ip/10964> <http://vector-a-score> "0.00326774618822"
37 <http://ip/11542> <http://vector-a-score> "0.00163387309411"
38 <http://ip/11061> <http://vector-a-score> "0.00163387309411"
39 <http://ip/10204> <http://vector-a-score> "0.00163387309411"
40 <http://ip/12328> <http://vector-a-score> "0.00163387309411"
41 <http://ip/10289> <http://vector-a-score> "0.00163387309411"
42 <http://ip/10632> <http://vector-a-score> "0.00163387309411"
43 <http://ip/12239> <http://vector-a-score> "0.00326774618822"
44 <http://ip/10728> <http://vector-a-score> "0.00163387309411"
45 <http://ip/12538> <http://vector-b-score> "1.99391938609e-05"
46 <http://ip/11052> <http://vector-b-score> "1.99391938609e-05"
47 <http://ip/10136> <http://vector-b-score> "1.99391938609e-05"
48 <http://ip/10298> <http://vector-b-score> "2.49239923262e-06"
49 <http://ip/11052> <http://vector-c-score> "3.12129977767e-06"
50 <http://ip/12538> <http://vector-c-score> "1.37976879005e-05"
51 <http://ip/10298> <http://vector-c-score> "1.34075254282e-05"
52 <http://ip/10136> <http://vector-c-score> "1.56064988883e-06"
done with iterNo 20
         1365965 function calls (1358809 primitive calls) in 4544.833 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        1    0.000    0.000    0.000    0.000 <string>:1(Url)
      460    0.000    0.000    0.001    0.000 <string>:8(__new__)
        1    0.001    0.001    0.003    0.003 Cookie.py:206(<module>)
        1    0.000    0.000    0.000    0.000 Cookie.py:232(CookieError)
      257    0.000    0.000    0.000    0.000 Cookie.py:313(<genexpr>)
        1    0.000    0.000    0.000    0.000 Cookie.py:408(Morsel)
        1    0.000    0.000    0.000    0.000 Cookie.py:554(BaseCookie)
        1    0.000    0.000    0.000    0.000 Cookie.py:670(SimpleCookie)
        1    0.000    0.000    0.000    0.000 Cookie.py:684(SerialCookie)
        1    0.000    0.000    0.000    0.000 Cookie.py:710(SmartCookie)
        1    0.000    0.000    0.000    0.000 Queue.py:1(<module>)
      241    0.002    0.000    0.004    0.000 Queue.py:107(put)
        1    0.000    0.000    0.000    0.000 Queue.py:13(Empty)
      231    0.001    0.000    0.003    0.000 Queue.py:150(get)
        1    0.000    0.000    0.000    0.000 Queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 Queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 Queue.py:212(PriorityQueue)
        1    0.000    0.000    0.000    0.000 Queue.py:231(LifoQueue)
        1    0.000    0.000    0.000    0.000 Queue.py:234(_init)
      472    0.000    0.000    0.000    0.000 Queue.py:237(_qsize)
      241    0.000    0.000    0.000    0.000 Queue.py:240(_put)
      231    0.000    0.000    0.000    0.000 Queue.py:243(_get)
        1    0.000    0.000    0.000    0.000 Queue.py:26(__init__)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
      464    0.000    0.000    0.000    0.000 UserDict.py:18(__getitem__)
        1    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
      464    0.000    0.000    0.001    0.000 UserDict.py:40(items)
      935    0.001    0.000    0.002    0.000 UserDict.py:58(get)
     1400    0.001    0.000    0.001    0.000 UserDict.py:70(__contains__)
        1    0.000    0.000    0.000    0.000 _LWPCookieJar.py:12(<module>)
        1    0.000    0.000    0.000    0.000 _LWPCookieJar.py:49(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 _MozillaCookieJar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _MozillaCookieJar.py:8(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
       12    0.001    0.000    0.039    0.003 __init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:10(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:1008(getLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:102(InuseAttributeErr)
        3    0.000    0.000    0.000    0.000 __init__.py:104(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:105(InvalidStateErr)
        6    0.000    0.000    0.000    0.000 __init__.py:1054(_fixupParents)
        2    0.000    0.000    0.000    0.000 __init__.py:1078(_fixupChildren)
        1    0.000    0.000    0.000    0.000 __init__.py:108(SyntaxErr)
        1    0.000    0.000    0.000    0.000 __init__.py:1095(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:111(InvalidModificationErr)
        7    0.000    0.000    0.000    0.000 __init__.py:1110(__init__)
      231    0.001    0.000    0.002    0.000 __init__.py:1128(debug)
        1    0.000    0.000    0.000    0.000 __init__.py:114(NamespaceErr)
        3    0.000    0.000    0.000    0.000 __init__.py:1140(info)
        1    0.000    0.000    0.000    0.000 __init__.py:115(_import_OrderedDict)
        1    0.000    0.000    0.000    0.000 __init__.py:117(InvalidAccessErr)
        1    0.000    0.000    0.000    0.000 __init__.py:120(ValidationErr)
        1    0.000    0.000    0.000    0.000 __init__.py:123(UserDataHandler)
        2    0.000    0.000    0.000    0.000 __init__.py:1281(addHandler)
      234    0.001    0.000    0.001    0.000 __init__.py:1329(getEffectiveLevel)
      234    0.001    0.000    0.002    0.000 __init__.py:1343(isEnabledFor)
        1    0.000    0.000    0.000    0.000 __init__.py:1370(RootLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:1376(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1384(LoggerAdapter)
       14    0.000    0.000    0.000    0.000 __init__.py:147(_check_size)
        1    0.000    0.000    0.001    0.001 __init__.py:15(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:1550(getLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:159(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:1672(NullHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_short)
        2    0.000    0.000    0.000    0.000 __init__.py:1688(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:176(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:18(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:18(Node)
        1    0.000    0.000    0.000    0.000 __init__.py:180(c_ulong)
        9    0.000    0.000    0.000    0.000 __init__.py:182(_checkLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_uint)
      114    0.001    0.000    0.015    0.000 __init__.py:193(dumps)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_float)
        1    0.001    0.001    0.002    0.002 __init__.py:2(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:20(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:201(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:205(c_longdouble)
       10    0.000    0.000    0.000    0.000 __init__.py:210(_acquireLock)
       10    0.000    0.000    0.000    0.000 __init__.py:219(_releaseLock)
      114    0.002    0.000    0.021    0.000 __init__.py:22(detect)
        1    0.000    0.000    0.000    0.000 __init__.py:226(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:230(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char)
        1    0.002    0.002    0.004    0.004 __init__.py:24(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:243(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:255(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:260(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:291(c_wchar_p)
      114    0.000    0.000    0.013    0.000 __init__.py:293(loads)
        1    0.000    0.000    0.000    0.000 __init__.py:294(c_wchar)
        2    0.000    0.000    0.036    0.018 __init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:332(CDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:346(Formatter)
        2    0.000    0.000    0.000    0.000 __init__.py:349(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:359(_FuncPtr)
        2    0.000    0.000    0.000    0.000 __init__.py:375(__getattr__)
        2    0.000    0.000    0.000    0.000 __init__.py:382(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:388(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:390(__init__)
        1    0.002    0.002    0.002    0.002 __init__.py:4(<module>)
        1    0.001    0.001    0.079    0.079 __init__.py:42(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:428(LibraryLoader)
        2    0.000    0.000    0.000    0.000 __init__.py:429(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        3    0.000    0.000    0.000    0.000 __init__.py:493(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:494(BufferingFormatter)
        3    0.000    0.000    0.000    0.000 __init__.py:494(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:536(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:573(Filterer)
        9    0.000    0.000    0.000    0.000 __init__.py:578(__init__)
        1    0.001    0.001    0.001    0.001 __init__.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:61(DOMException)
        2    0.000    0.000    0.000    0.000 __init__.py:636(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:646(Handler)
        2    0.000    0.000    0.000    0.000 __init__.py:655(__init__)
        5    0.000    0.000    0.005    0.001 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 __init__.py:74(LazyImporter)
        1    0.000    0.000    0.000    0.000 __init__.py:75(IndexSizeErr)
       19    0.000    0.000    0.000    0.000 __init__.py:75(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:78(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:78(DomstringSizeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:8(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:81(HierarchyRequestErr)
        1    0.000    0.000    0.000    0.000 __init__.py:810(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:84(WrongDocumentErr)
        1    0.000    0.000    0.000    0.000 __init__.py:87(InvalidCharacterErr)
        1    0.000    0.000    0.000    0.000 __init__.py:881(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:90(NoDataAllowedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:93(NoModificationAllowedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:946(PlaceHolder)
        6    0.000    0.000    0.000    0.000 __init__.py:952(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:959(append)
        1    0.000    0.000    0.000    0.000 __init__.py:96(NotFoundErr)
        2    0.001    0.001    0.013    0.006 __init__.py:99(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:99(NotSupportedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:993(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:998(__init__)
        1    0.000    0.000    0.000    0.000 _abcoll.py:128(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _abcoll.py:24(_hasattr)
        3    0.000    0.000    0.000    0.000 _abcoll.py:26(<genexpr>)
     5557    0.016    0.000    0.029    0.000 _abcoll.py:360(get)
      471    0.001    0.000    0.002    0.000 _abcoll.py:367(__contains__)
     1617    0.002    0.000    0.004    0.000 _abcoll.py:384(iteritems)
      458    0.003    0.000    0.007    0.000 _abcoll.py:393(items)
    15318    0.062    0.000    0.217    0.000 _abcoll.py:526(update)
       23    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:101(HTTPHeaderDict)
      462    0.002    0.000    0.009    0.000 _collections.py:145(__init__)
     2757    0.005    0.000    0.008    0.000 _collections.py:151(add)
     5765    0.010    0.000    0.032    0.000 _collections.py:181(__getitem__)
    11028    0.003    0.000    0.003    0.000 _collections.py:183(<genexpr>)
     2757    0.003    0.000    0.005    0.000 _collections.py:185(__setitem__)
      231    0.000    0.000    0.000    0.000 _collections.py:191(__len__)
     5976    0.004    0.000    0.005    0.000 _collections.py:194(__iter__)
        1    0.000    0.000    0.000    0.000 _collections.py:26(RecentlyUsedContainer)
        2    0.000    0.000    0.000    0.000 _collections.py:42(__init__)
      231    0.001    0.000    0.005    0.000 _collections.py:49(__getitem__)
        1    0.000    0.000    0.000    0.000 _collections.py:56(__setitem__)
        1    0.000    0.000    0.000    0.000 _endian.py:26(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:49(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:105(SAXNotRecognizedException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:115(SAXNotSupportedException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(SAXReaderNotAvailable)
        1    0.000    0.000    0.000    0.000 _exceptions.py:46(SAXParseException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:9(SAXException)
        1    0.000    0.000    0.000    0.000 _implementation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _implementation.py:10(CertificateError)
        3    0.000    0.000    0.000    0.000 _implementation.py:14(_dnsname_match)
        3    0.000    0.000    0.000    0.000 _implementation.py:67(match_hostname)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:172(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:452(AddressList)
        1    0.001    0.001    0.001    0.001 _parseaddr.py:7(<module>)
       39    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       39    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
       39    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
       60    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
       39    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       63    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
    46453    0.032    0.000    0.032    0.000 _weakrefset.py:68(__contains__)
       54    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       13    0.000    0.000    0.000    0.000 abc.py:105(register)
    18525    0.036    0.000    0.062    0.000 abc.py:128(__instancecheck__)
13513/13493    0.011    0.000    0.023    0.000 abc.py:148(__subclasscheck__)
       37    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
       14    0.000    0.000    0.001    0.000 abc.py:86(__new__)
       55    0.000    0.000    0.000    0.000 abc.py:89(<genexpr>)
        2    0.000    0.000    0.000    0.000 adapters.py:108(init_poolmanager)
      231    0.001    0.000    0.011    0.000 adapters.py:151(cert_verify)
      231    0.004    0.000    0.205    0.001 adapters.py:188(build_response)
      231    0.002    0.000    0.038    0.000 adapters.py:224(get_connection)
      231    0.001    0.000    0.004    0.000 adapters.py:255(request_url)
      231    0.000    0.000    0.000    0.000 adapters.py:279(add_headers)
      231    0.005    0.000 4542.711   19.665 adapters.py:315(send)
        1    0.000    0.000    0.000    0.000 adapters.py:39(BaseAdapter)
        2    0.000    0.000    0.000    0.000 adapters.py:42(__init__)
        1    0.000    0.000    0.000    0.000 adapters.py:52(HTTPAdapter)
        2    0.000    0.000    0.000    0.000 adapters.py:77(__init__)
        1    0.000    0.000    0.000    0.000 adapters.py:9(<module>)
        1    0.000    0.000    0.000    0.000 api.py:12(<module>)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 ascii.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 ascii.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 ascii.py:8(<module>)
        1    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:35(AuthBase)
        1    0.000    0.000    0.000    0.000 auth.py:42(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 auth.py:53(HTTPProxyAuth)
        1    0.000    0.000    0.000    0.000 auth.py:60(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 auth.py:8(<module>)
       11    0.000    0.000    0.000    0.000 base.py:104(subtype)
        1    0.000    0.000    0.000    0.000 base.py:120(prettyIn)
        1    0.000    0.000    0.000    0.000 base.py:151(AbstractConstructedAsn1Item)
       25    0.000    0.000    0.000    0.000 base.py:154(__init__)
       81    0.000    0.000    0.000    0.000 base.py:18(__init__)
        9    0.000    0.000    0.000    0.000 base.py:195(clone)
        1    0.000    0.000    0.000    0.000 base.py:2(<module>)
        1    0.000    0.000    0.000    0.000 base.py:208(subtype)
        3    0.000    0.000    0.000    0.000 base.py:231(verifySizeSpec)
        3    0.000    0.000    0.000    0.000 base.py:238(getComponentType)
        6    0.000    0.000    0.000    0.000 base.py:243(__len__)
       16    0.000    0.000    0.000    0.000 base.py:28(_verifySubtypeSpec)
       30    0.000    0.000    0.000    0.000 base.py:37(getTagSet)
       12    0.000    0.000    0.000    0.000 base.py:39(getTagMap)
        1    0.000    0.000    0.000    0.000 base.py:50(__NoValue)
        1    0.000    0.000    0.000    0.000 base.py:59(AbstractSimpleAsn1Item)
        1    0.000    0.000    0.000    0.000 base.py:6(Asn1Item)
       56    0.000    0.000    0.000    0.000 base.py:61(__init__)
        1    0.000    0.000    0.000    0.000 base.py:8(Asn1ItemBase)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 big5freq.py:43(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.001    0.001    0.003    0.003 calcCP-sherlock.py:270(writeToFile)
       19    0.046    0.002 4544.392  239.179 calcCP-sherlock.py:30(CP)
        1    0.002    0.002 4544.839 4544.839 calcCP-sherlock.py:4(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:488(TimeEncoding)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
